Name,Pokemon Number,Stat Total,HP,Attack,Defense,Speed,Sp.Def,Sp.Atk,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,isSubLegendary,isLegendary,isMythical,isFullyEvolved
Lunatone,337,460,90,55,65,70,85,95,Rock,Psychic,Levitate,None,None,3,Mineral,None,FALSE,FALSE,FALSE,TRUE
Solrock,338,460,90,95,85,70,65,55,Rock,Psychic,Levitate,None,None,3,Mineral,None,FALSE,FALSE,FALSE,TRUE
Whiscash,340,468,110,78,73,60,71,76,Water,Ground,Oblivious,Anticipation,Hydration,3,Water 2,None,FALSE,FALSE,FALSE,TRUE
Crawdaunt,342,468,63,120,85,55,55,90,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,3,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Claydol,344,500,60,70,105,75,120,70,Ground,Psychic,Levitate,None,None,3,Mineral,None,FALSE,FALSE,FALSE,TRUE
Cradily,346,495,86,81,97,43,107,81,Rock,Grass,Suction Cups,None,Storm Drain,3,Water 3,None,FALSE,FALSE,FALSE,TRUE
Armaldo,348,495,75,125,100,45,80,70,Rock,Bug,Battle Armor,None,Swift Swim,3,Water 3,None,FALSE,FALSE,FALSE,TRUE
Milotic,350,540,95,60,79,81,125,100,Water,None,Marvel Scale,Competitive,Cute Charm,3,Dragon,Water 1,FALSE,FALSE,FALSE,TRUE
Castform,351,420,70,70,70,70,70,70,Normal,None,Forecast,None,None,3,Amorphous,Fairy,FALSE,FALSE,FALSE,TRUE
Kecleon,352,440,60,90,70,40,120,60,Normal,None,Color Change,None,Protean,3,Field,None,FALSE,FALSE,FALSE,TRUE
Banette,354,455,64,115,65,65,63,83,Ghost,None,Insomnia,Frisk,Cursed Body,3,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Tropius,357,460,99,68,83,51,87,72,Grass,Flying,Chlorophyll,Solar Power,Harvest,3,Grass,Monster,FALSE,FALSE,FALSE,TRUE
Chimecho,358,455,75,50,80,65,90,95,Psychic,None,Levitate,None,None,3,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Absol,359,465,65,130,60,75,60,75,Dark,None,Pressure,Super Luck,Justified,3,Field,None,FALSE,FALSE,FALSE,TRUE
Glalie,362,480,80,80,80,80,80,80,Ice,None,Inner Focus,Ice Body,Moody,3,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Walrein,365,530,110,80,90,65,90,95,Ice,Water,Thick Fat,Ice Body,Oblivious,3,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Clamperl,366,345,35,64,85,32,55,74,Water,None,Shell Armor,None,Rattled,3,Water 1,None,FALSE,FALSE,FALSE,TRUE
Huntail,367,485,55,104,105,52,75,94,Water,None,Swift Swim,None,Water Veil,3,Water 1,None,FALSE,FALSE,FALSE,TRUE
Gorebyss,368,485,55,84,105,52,75,114,Water,None,Swift Swim,None,Hydration,3,Water 1,None,FALSE,FALSE,FALSE,TRUE
Relicanth,369,485,100,90,130,55,65,45,Water,Rock,Swift Swim,Rock Head,Sturdy,3,Water 1,Water 2,FALSE,FALSE,FALSE,TRUE
Salamence,373,600,95,135,80,100,80,110,Dragon,Flying,Intimidate,None,Moxie,3,Dragon,None,FALSE,FALSE,FALSE,TRUE
Metagross,376,600,80,135,130,70,90,95,Steel,Psychic,Clear Body,None,Light Metal,3,Mineral,None,FALSE,FALSE,FALSE,TRUE
Regirock,377,580,80,100,200,50,100,50,Rock,None,Clear Body,None,Sturdy,3,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Regice,378,580,80,50,100,50,200,100,Ice,None,Clear Body,None,Ice Body,3,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Registeel,379,580,80,75,150,50,150,75,Steel,None,Clear Body,None,Light Metal,3,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Latias,380,600,80,80,90,110,130,110,Dragon,Psychic,Levitate,None,None,3,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Latios,381,600,80,90,80,110,110,130,Dragon,Psychic,Levitate,None,None,3,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Kyogre,382,670,100,100,90,90,140,150,Water,None,Drizzle,None,None,3,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Groudon,383,670,100,150,140,90,90,100,Ground,None,Drought,None,None,3,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Rayquaza,384,680,105,150,90,95,90,150,Dragon,Flying,Air Lock,None,None,3,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Jirachi,385,600,100,100,100,100,100,100,Steel,Psychic,Serene Grace,None,None,3,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Deoxys,386,600,50,150,50,150,50,150,Psychic,None,Pressure,None,None,3,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Deoxys(Attack Forme),386,600,50,180,20,150,20,180,Psychic,None,Pressure,None,None,3,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Deoxys(Defense Forme),386,600,50,70,160,90,160,70,Psychic,None,Pressure,None,None,3,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Deoxys(Speed Forme),386,600,50,95,90,180,90,95,Psychic,None,Pressure,None,None,3,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Torterra,389,525,95,109,105,56,85,75,Grass,Ground,Overgrow,None,Shell Armor,4,Grass,Monster,FALSE,FALSE,FALSE,TRUE
Infernape,392,534,76,104,71,108,71,104,Fire,Fighting,Blaze,None,Iron Fist,4,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Empoleon,395,530,84,86,88,60,101,111,Water,Steel,Torrent,None,Defiant,4,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Staraptor,398,485,85,120,70,100,60,50,Normal,Flying,Intimidate,None,Reckless,4,Flying,None,FALSE,FALSE,FALSE,TRUE
Bibarel,400,410,79,85,60,71,60,55,Normal,Water,Simple,Unaware,Moody,4,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Luxray,405,523,80,120,79,70,79,95,Electric,None,Rivalry,Intimidate,Guts,4,Field,None,FALSE,FALSE,FALSE,TRUE
Roserade,407,515,60,70,65,90,105,125,Grass,Poison,Natural Cure,Poison Point,Technician,4,Fairy,Grass,FALSE,FALSE,FALSE,TRUE
Rampardos,409,495,97,165,60,58,50,65,Rock,None,Mold Breaker,None,Sheer Force,4,Monster,None,FALSE,FALSE,FALSE,TRUE
Bastiodon,411,495,60,52,168,30,138,47,Rock,Steel,Sturdy,None,Soundproof,4,Monster,None,FALSE,FALSE,FALSE,TRUE
Wormadam,413,424,60,59,85,36,105,79,Bug,Grass,Anticipation,None,Overcoat,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Wormadam(Sandy Cloak),413,424,60,79,105,36,85,59,Bug,Ground,Anticipation,None,Overcoat,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Wormadam(Trash Cloak),413,424,60,69,95,36,95,69,Bug,Steel,Anticipation,None,Overcoat,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Mothim,414,424,70,94,50,66,50,94,Bug,Flying,Swarm,None,Tinted Lens,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Vespiquen,416,474,70,80,102,40,102,80,Bug,Flying,Pressure,None,Unnerve,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Pachirisu,417,405,60,45,70,95,90,45,Electric,None,Run Away,Pickup,Volt Absorb,4,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Floatzel,419,495,85,105,55,115,50,85,Water,None,Swift Swim,None,Water Veil,4,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Gastrodon,423,475,111,83,68,39,82,92,Water,Ground,Sticky Hold,Storm Drain,Sand Force,4,Amorphous,Water 1,FALSE,FALSE,FALSE,TRUE
Ambipom,424,482,75,100,66,115,66,60,Normal,None,Technician,Pickup,Skill Link,4,Field,None,FALSE,FALSE,FALSE,TRUE
Drifblim,426,498,150,80,44,80,54,90,Ghost,Flying,Aftermath,Unburden,Flare Boost,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Lopunny,428,480,65,76,84,105,96,54,Normal,None,Cute Charm,Klutz,Limber,4,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Mismagius,429,495,60,60,60,105,105,105,Ghost,None,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Honchkrow,430,505,100,125,52,71,52,105,Dark,Flying,Insomnia,Super Luck,Moxie,4,Flying,None,FALSE,FALSE,FALSE,TRUE
Purugly,432,452,71,82,64,112,59,64,Normal,None,Thick Fat,Own Tempo,Defiant,4,Field,None,FALSE,FALSE,FALSE,TRUE
Skuntank,435,479,103,93,67,84,61,71,Poison,Dark,Stench,Aftermath,Keen Eye,4,Field,None,FALSE,FALSE,FALSE,TRUE
Bronzong,437,500,67,89,116,33,116,79,Steel,Psychic,Levitate,Heatproof,Heavy Metal,4,Mineral,None,FALSE,FALSE,FALSE,TRUE
Spiritomb,442,485,50,92,108,35,108,92,Ghost,Dark,Pressure,None,Infiltrator,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Garchomp,445,600,108,130,95,102,85,80,Dragon,Ground,Sand Veil,None,Rough Skin,4,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Lucario,448,525,70,110,70,90,70,115,Fighting,Steel,Steadfast,Inner Focus,Justified,4,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Hippowdon,450,525,108,112,118,47,72,68,Ground,None,Sand Stream,None,Sand Force,4,Field,None,FALSE,FALSE,FALSE,TRUE
Drapion,452,500,70,90,110,95,75,60,Poison,Dark,Battle Armor,Sniper,Keen Eye,4,Bug,Water 3,FALSE,FALSE,FALSE,TRUE
Toxicroak,454,490,83,106,65,85,65,86,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Carnivine,455,454,74,100,72,46,72,90,Grass,None,Levitate,None,None,4,Grass,None,FALSE,FALSE,FALSE,TRUE
Lumineon,457,460,69,69,76,91,86,69,Water,None,Swift Swim,Storm Drain,Water Veil,4,Water 2,None,FALSE,FALSE,FALSE,TRUE
Abomasnow,460,494,90,92,75,60,85,92,Grass,Ice,Snow Warning,None,Soundproof,4,Grass,Monster,FALSE,FALSE,FALSE,TRUE
Weavile,461,510,70,120,65,125,85,45,Dark,Ice,Pressure,None,Pickpocket,4,Field,None,FALSE,FALSE,FALSE,TRUE
Magnezone,462,535,70,70,115,60,90,130,Electric,Steel,Magnet Pull,Sturdy,Analytic,4,Mineral,None,FALSE,FALSE,FALSE,TRUE
Lickilicky,463,515,110,85,95,50,95,80,Normal,None,Own Tempo,Oblivious,Cloud Nine,4,Monster,None,FALSE,FALSE,FALSE,TRUE
Rhyperior,464,535,115,140,130,40,55,55,Ground,Rock,Lightning Rod,Solid Rock,Reckless,4,Field,Monster,FALSE,FALSE,FALSE,TRUE
Tangrowth,465,535,100,100,125,50,50,110,Grass,None,Chlorophyll,Leaf Guard,Regenerator,4,Grass,None,FALSE,FALSE,FALSE,TRUE
Electivire,466,540,75,123,67,95,85,95,Electric,None,Motor Drive,None,Vital Spirit,4,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Magmortar,467,540,75,95,67,83,95,125,Fire,None,Flame Body,None,Vital Spirit,4,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Togekiss,468,545,85,50,95,80,115,120,Fairy,Flying,Hustle,Serene Grace,Super Luck,4,Fairy,Flying,FALSE,FALSE,FALSE,TRUE
Yanmega,469,515,86,76,86,95,56,116,Bug,Flying,Speed Boost,Tinted Lens,Frisk,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Leafeon,470,525,65,110,130,95,65,60,Grass,None,Leaf Guard,None,Chlorophyll,4,Field,None,FALSE,FALSE,FALSE,TRUE
Glaceon,471,525,65,60,110,65,95,130,Ice,None,Snow Cloak,None,Ice Body,4,Field,None,FALSE,FALSE,FALSE,TRUE
Gliscor,472,510,75,95,125,95,75,45,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,4,Bug,None,FALSE,FALSE,FALSE,TRUE
Mamoswine,473,530,110,130,80,80,60,70,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,4,Field,None,FALSE,FALSE,FALSE,TRUE
Porygon-Z,474,535,85,80,70,90,75,135,Normal,None,Adaptability,Download,Analytic,4,Mineral,None,FALSE,FALSE,FALSE,TRUE
Gallade,475,518,68,125,65,80,115,65,Psychic,Fighting,Steadfast,Sharpness,Justified,4,Amorphous,Human-Like,FALSE,FALSE,FALSE,TRUE
Probopass,476,525,60,55,145,40,150,75,Rock,Steel,Sturdy,Magnet Pull,Sand Force,4,Mineral,None,FALSE,FALSE,FALSE,TRUE
Dusknoir,477,525,45,100,135,45,135,65,Ghost,None,Pressure,None,Frisk,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Froslass,478,480,70,80,70,110,70,80,Ice,Ghost,Snow Cloak,None,Cursed Body,4,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Rotom(Heat Rotom),479,520,50,65,107,86,107,105,Electric,Fire,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Rotom(Wash Rotom),479,520,50,65,107,86,107,105,Electric,Water,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Rotom(Frost Rotom),479,520,50,65,107,86,107,105,Electric,Ice,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Rotom(Fan Rotom),479,520,50,65,107,86,107,105,Electric,Flying,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Rotom(Mow Rotom),479,520,50,65,107,86,107,105,Electric,Grass,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Rotom,479,440,50,50,77,91,77,95,Electric,Ghost,Levitate,None,None,4,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Uxie,480,580,75,75,130,95,130,75,Psychic,None,Levitate,None,None,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Mesprit,481,580,80,105,105,80,105,105,Psychic,None,Levitate,None,None,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Azelf,482,580,75,125,70,115,70,125,Psychic,None,Levitate,None,None,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Dialga,483,680,100,120,120,90,100,150,Steel,Dragon,Pressure,None,Telepathy,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Dialga(Origin Forme),483,680,100,100,120,90,120,150,Steel,Dragon,Pressure,None,Telepathy,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Palkia,484,680,90,120,100,100,120,150,Water,Dragon,Pressure,None,Telepathy,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Palkia(Origin Forme),484,680,90,100,100,120,120,150,Water,Dragon,Pressure,None,Telepathy,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Heatran,485,600,91,90,106,77,106,130,Fire,Steel,Flash Fire,None,Flame Body,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Regigigas,486,670,110,160,110,100,110,80,Normal,None,Slow Start,None,None,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Giratina,487,680,150,100,120,90,120,100,Ghost,Dragon,Pressure,None,Telepathy,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Giratina(Origin Forme),487,680,150,120,100,90,100,120,Ghost,Dragon,Levitate,None,None,4,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Cresselia,488,580,120,70,110,85,120,75,Psychic,None,Levitate,None,None,4,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Phione,489,480,80,80,80,80,80,80,Water,None,Hydration,None,None,4,Fairy,Water 1,FALSE,FALSE,TRUE,TRUE
Manaphy,490,600,100,100,100,100,100,100,Water,None,Hydration,None,None,4,Fairy,Water 1,FALSE,FALSE,TRUE,TRUE
Darkrai,491,600,70,90,90,125,90,135,Dark,None,Bad Dreams,None,None,4,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Shaymin,492,600,100,100,100,100,100,100,Grass,None,Natural Cure,None,None,4,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Shaymin(Sky Forme),492,600,100,103,75,127,75,120,Grass,Flying,Serene Grace,None,None,4,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Arceus,493,720,120,120,120,120,120,120,Normal,None,Multitype,None,None,4,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Victini,494,600,100,100,100,100,100,100,Psychic,Fire,Victory Star,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Serperior,497,528,75,75,95,113,95,75,Grass,None,Overgrow,None,Contrary,5,Field,Grass,FALSE,FALSE,FALSE,TRUE
Emboar,500,528,110,123,65,65,65,100,Fire,Fighting,Blaze,None,Reckless,5,Field,None,FALSE,FALSE,FALSE,TRUE
Samurott,503,528,95,100,85,70,70,108,Water,None,Torrent,None,Shell Armor,5,Field,None,FALSE,FALSE,FALSE,TRUE
Samurott(Hisuian Samurott),503,528,90,108,80,85,65,100,Water,Dark,Torrent,None,Sharpness,5,Field,None,FALSE,FALSE,FALSE,TRUE
Watchog,505,420,60,85,69,77,69,60,Normal,None,Illuminate,Keen Eye,Analytic,5,Field,None,FALSE,FALSE,FALSE,TRUE
Stoutland,508,500,85,110,90,80,90,45,Normal,None,Intimidate,Sand Rush,Scrappy,5,Field,None,FALSE,FALSE,FALSE,TRUE
Liepard,510,446,64,88,50,106,50,88,Dark,None,Limber,Unburden,Prankster,5,Field,None,FALSE,FALSE,FALSE,TRUE
Simisage,512,498,75,98,63,101,63,98,Grass,None,Gluttony,None,Overgrow,5,Field,None,FALSE,FALSE,FALSE,TRUE
Simisear,514,498,75,98,63,101,63,98,Fire,None,Gluttony,None,Blaze,5,Field,None,FALSE,FALSE,FALSE,TRUE
Simipour,516,498,75,98,63,101,63,98,Water,None,Gluttony,None,Torrent,5,Field,None,FALSE,FALSE,FALSE,TRUE
Musharna,518,487,116,55,85,29,95,107,Psychic,None,Forewarn,Synchronize,Telepathy,5,Field,None,FALSE,FALSE,FALSE,TRUE
Tranquill,520,358,62,77,62,65,42,50,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,Flying,None,FALSE,FALSE,FALSE,TRUE
Unfezant,521,488,80,115,80,93,55,65,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,Flying,None,FALSE,FALSE,FALSE,TRUE
Zebstrika,523,497,75,100,63,116,63,80,Electric,None,Lightning Rod,Motor Drive,Sap Sipper,5,Field,None,FALSE,FALSE,FALSE,TRUE
Gigalith,526,515,85,135,130,25,80,60,Rock,None,Sturdy,Sand Stream,Sand Force,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Swoobat,528,425,67,57,55,114,55,77,Psychic,Flying,Unaware,Klutz,Simple,5,Field,Flying,FALSE,FALSE,FALSE,TRUE
Excadrill,530,508,110,135,60,88,65,50,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,5,Field,None,FALSE,FALSE,FALSE,TRUE
Audino,531,445,103,60,86,50,86,60,Normal,None,Healer,Regenerator,Klutz,5,Fairy,None,FALSE,FALSE,FALSE,TRUE
Conkeldurr,534,505,105,140,95,45,65,55,Fighting,None,Guts,Sheer Force,Iron Fist,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Seismitoad,537,509,105,95,75,74,75,85,Water,Ground,Swift Swim,Poison Touch,Water Absorb,5,Water 1,None,FALSE,FALSE,FALSE,TRUE
Throh,538,465,120,100,85,45,85,30,Fighting,None,Guts,Inner Focus,Mold Breaker,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Sawk,539,465,75,125,75,85,75,30,Fighting,None,Sturdy,Inner Focus,Mold Breaker,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Leavanny,542,500,75,103,80,92,80,70,Bug,Grass,Swarm,Chlorophyll,Overcoat,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Scolipede,545,485,60,100,89,112,69,55,Bug,Poison,Poison Point,Swarm,Speed Boost,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Whimsicott,547,480,60,67,85,116,75,77,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,Fairy,Grass,FALSE,FALSE,FALSE,TRUE
Lilligant,549,480,70,60,75,90,75,110,Grass,None,Chlorophyll,Own Tempo,Leaf Guard,5,Grass,None,FALSE,FALSE,FALSE,TRUE
Lilligant(Hisuian Lilligant),549,480,70,105,75,105,75,50,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,5,Grass,None,FALSE,FALSE,FALSE,TRUE
Krookodile,553,519,95,117,80,92,70,65,Ground,Dark,Intimidate,Moxie,Anger Point,5,Field,None,FALSE,FALSE,FALSE,TRUE
Darmanitan(Zen Mode),555,540,105,30,105,55,105,140,Fire,Psychic,Sheer Force,None,Zen Mode,5,Field,None,FALSE,FALSE,FALSE,TRUE
Darmanitan(Galarian Zen Mode),555,540,105,160,55,135,55,30,Ice,Fire,Gorilla Tactics,None,Zen Mode,8,Field,None,FALSE,FALSE,FALSE,TRUE
Darmanitan,555,480,105,140,55,95,55,30,Fire,None,Sheer Force,None,Zen Mode,5,Field,None,FALSE,FALSE,FALSE,TRUE
Darmanitan(Galarian Standard Mode),555,480,105,140,55,95,55,30,Ice,None,Gorilla Tactics,None,Zen Mode,8,Field,None,FALSE,FALSE,FALSE,TRUE
Maractus,556,461,75,86,67,60,67,106,Grass,None,Water Absorb,Chlorophyll,Storm Drain,5,Grass,None,FALSE,FALSE,FALSE,TRUE
Crustle,558,485,70,105,125,45,75,65,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,Bug,Mineral,FALSE,FALSE,FALSE,TRUE
Scrafty,560,488,65,90,115,58,115,45,Dark,Fighting,Shed Skin,Moxie,Intimidate,5,Dragon,Field,FALSE,FALSE,FALSE,TRUE
Sigilyph,561,490,72,58,80,97,80,103,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,5,Flying,None,FALSE,FALSE,FALSE,TRUE
Cofagrigus,563,483,58,50,145,30,105,95,Ghost,None,Mummy,None,None,5,Amorphous,Mineral,FALSE,FALSE,FALSE,TRUE
Carracosta,565,495,74,108,133,32,65,83,Water,Rock,Solid Rock,Sturdy,Swift Swim,5,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Archeops,567,567,75,140,65,110,65,112,Rock,Flying,Defeatist,None,None,5,Flying,Water 3,FALSE,FALSE,FALSE,TRUE
Garbodor,569,474,80,95,82,75,82,60,Poison,None,Stench,Weak Armor,Aftermath,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Zoroark,571,510,60,105,60,105,60,120,Dark,None,Illusion,None,None,5,Field,None,FALSE,FALSE,FALSE,TRUE
Zoroark(Hisuian Zoroark),571,510,60,105,60,105,60,120,Normal,Ghost,Illusion,None,None,5,Field,None,FALSE,FALSE,FALSE,TRUE
Cinccino,573,470,75,95,60,115,60,65,Normal,None,Cute Charm,Technician,Skill Link,5,Field,None,FALSE,FALSE,FALSE,TRUE
Gothitelle,576,490,70,55,95,65,110,95,Psychic,None,Frisk,Competitive,Shadow Tag,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Reuniclus,579,490,110,65,75,30,85,125,Psychic,None,Overcoat,Magic Guard,Regenerator,5,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Swanna,581,473,75,87,63,98,63,87,Water,Flying,Keen Eye,Big Pecks,Hydration,5,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Vanilluxe,584,535,71,95,85,79,95,110,Ice,None,Ice Body,Snow Warning,Weak Armor,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Sawsbuck,586,475,80,100,70,95,70,60,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,Field,None,FALSE,FALSE,FALSE,TRUE
Emolga,587,428,55,75,60,103,60,75,Electric,Flying,Static,None,Motor Drive,5,Field,None,FALSE,FALSE,FALSE,TRUE
Escavalier,589,495,70,135,105,20,105,60,Bug,Steel,Swarm,Shell Armor,Overcoat,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Amoonguss,591,464,114,85,70,30,80,85,Grass,Poison,Effect Spore,None,Regenerator,5,Grass,None,FALSE,FALSE,FALSE,TRUE
Jellicent,593,480,100,60,70,60,105,85,Water,Ghost,Water Absorb,Cursed Body,Damp,5,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Alomomola,594,470,165,75,80,65,45,40,Water,None,Healer,Hydration,Regenerator,5,Water 1,Water 2,FALSE,FALSE,FALSE,TRUE
Galvantula,596,472,70,77,60,108,60,97,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Ferrothorn,598,489,74,94,131,20,116,54,Grass,Steel,Iron Barbs,None,Anticipation,5,Grass,Mineral,FALSE,FALSE,FALSE,TRUE
Klinklang,601,520,60,100,115,90,85,70,Steel,None,Plus,Minus,Clear Body,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Eelektross,604,515,85,115,80,50,80,105,Electric,None,Levitate,None,None,5,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Beheeyem,606,485,75,75,75,40,95,125,Psychic,None,Telepathy,Synchronize,Analytic,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Chandelure,609,520,60,55,90,80,90,145,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Haxorus,612,540,76,147,90,97,70,60,Dragon,None,Rivalry,Mold Breaker,Unnerve,5,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Beartic,614,505,95,130,80,50,80,70,Ice,None,Snow Cloak,Slush Rush,Swift Swim,5,Field,None,FALSE,FALSE,FALSE,TRUE
Cryogonal,615,515,80,50,50,105,135,95,Ice,None,Levitate,None,None,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Accelgor,617,495,80,70,40,145,60,100,Bug,None,Hydration,Sticky Hold,Unburden,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Stunfisk,618,471,109,66,84,32,99,81,Ground,Electric,Static,Limber,Sand Veil,5,Amorphous,Water 1,FALSE,FALSE,FALSE,TRUE
Stunfisk(Galarian Stunfisk),618,471,109,81,99,32,84,66,Ground,Steel,Mimicry,None,None,8,Amorphous,Water 1,FALSE,FALSE,FALSE,TRUE
Mienshao,620,510,65,125,60,105,60,95,Fighting,None,Inner Focus,Regenerator,Reckless,5,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Druddigon,621,485,77,120,90,48,90,60,Dragon,None,Rough Skin,Sheer Force,Mold Breaker,5,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Golurk,623,483,89,124,80,55,80,55,Ground,Ghost,Iron Fist,Klutz,No Guard,5,Mineral,None,FALSE,FALSE,FALSE,TRUE
Bisharp,625,490,65,125,100,70,70,60,Dark,Steel,Defiant,Inner Focus,Pressure,5,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Bouffalant,626,490,95,110,95,55,95,40,Normal,None,Reckless,Sap Sipper,Soundproof,5,Field,None,FALSE,FALSE,FALSE,TRUE
Braviary,628,510,100,123,75,80,75,57,Normal,Flying,Keen Eye,Sheer Force,Defiant,5,Flying,None,FALSE,FALSE,FALSE,TRUE
Braviary(Hisuian Braviary),628,510,110,83,70,65,70,112,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,5,Flying,None,FALSE,FALSE,FALSE,TRUE
Mandibuzz,630,510,110,65,105,80,95,55,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,Flying,None,FALSE,FALSE,FALSE,TRUE
